name,lat,lon,type,rating,user_ratings_total,photo_reference,amenity_score
Parque estacionamento,37.286054400000005,-8.553465,Hiking,4,1,places/ChIJ015eIxwhGw0RtYyJYXKu8nY/photos/ATCDNfVajG2Y_V4bwYOD5OrHEihl6PzA7FLQLn1__UVgFROkLQT1h80r9cG-YPtKfoDBY_FcKX_iDhLFmgyAhw_JKh0i9TW78_n3CNSz4VpQuGTqeCmEVSNA8V3YZ50mHja424CC1XW541QuvyEaztwg8nX9vVZmIshmERm4aUfOZ3D737QVBgTeaOuJwaN9V0J33VtXligArVa-osdXnQMz3sFmsCH5fHCghETxtJDEpiQHtejeN8ZRmnmSOdPBlc1y5IRNG0qb7WoH-dW_OIE55wD9gJZVC7uJNuxDz_aJ8iFNS6fx0_f3jesNdwPAGuNQ28EKxrKOZKK61hgbyberX5rZjmayvfHi1sZPAtpwMNyWbCsihYUvH3ZfSK4wbB8EriK-VjqJ8bVrNHjCP2T5YEk7r6CIPZoJvQ-Y8DzcKGzDcv-rpbyZv50sgNZq4Yu-,50
Parque de Merendas,37.3306961,-8.4936366,Hiking,4.5,97,places/ChIJ69_5HgMgGw0RkyYhsm4dg-U/photos/ATCDNfWr-NOJa0jpkqIOKyCapEYJaRefYb1-8n1zJD-QRr71_H5Rj0bSLJbdTSUDpv2VU3EvauiT8iXDu_NIdsZLkg5TWfFwA5Y2qR8bp5z0toGQ63SF_loeKJT5uANQ88jRrGTgiKFN6_lc2eUw02mfp6biLE5xpkQf27wYHhTODII3a5BlNYLXD-N4gUW6bAXlhf5XSKtgc11gXkbpjX5o5CNyXRbyE3NZCQFiBmvo8yKAftkXJhwz4ESryyJLdXSmx2teBQ9bJ9IjeYgveo9ZkEc5KHSErxB__ITMXubwh8ZpJ_dYA-XfKOCx81eFPLxthXHvRZdv5JJWtIIpQ81Xnmg1E4U4ahIl2hthXbjT1xXGSDWfiZSy-jiC6rKeMkZHQQdHJeMKUakkLbVh4aIA5O2fyQg7VkNAZJ2gpvEJsHc7WNU,50
Parque Municipal,37.3180316,-8.5554813,Hiking,4.5,6,places/ChIJw1R5CY0hGw0RtvePTYEFhIc/photos/ATCDNfVnO_FI9tkm9gCE2gnIIcHvcL_GXRxcmtf7SiGyBezep8CfhObBhtBTYP5ApiNtk2OOqyH6m_R0IvF1sGHSXaPOYPySivQBe3WyEYDrLCLGYck6DJNYa4eRMNsSVXuE8wfeq4RlX11lmsk40K-lH9JdFet2a26TLAXe6D49r-usSyEBjiv4i1opkDj1e72eKTJha6LMCdLxoU4mcrG8ore7rFYakfnbq3i2_5bLcvXS7iqECOqqmhpQqFyeGXsF9tGnp99A_HytaAWvloPkOSVtNBDaUkaRYBwQr2r6uVLjSbf_xuQWlXTmEyngLBImBzVpBMeEujnA8cOt6D0r__n6wFvQ_HuJX9MlSIz82rckIhqT-jl4MlBsSerkB8mF5R-6Ghig0TfdxyeFx152Gdt5t6PEP1hQj5TdZOOOLyZZvOAfA5Qr_6vc49QcRFKA,50
Praia da Barreta (Mar),36.9609348,-7.887807700000001,Beach,4.7,204,places/ChIJ6xVc27RTBQ0R-OaQjNZtQHY/photos/ATCDNfXVYL10kZOfvumQDiRdl6gV0tmPxz_w5UZUg3n4ONOJGrOy1RENK-mf0iGnYCCL6WB5xKJydPdYwc-wwYlecCWPaCOmYQByXg9qVqW19Quc_IfkdZ42UUWeeUPRK74MFeFA_YN3BP4rWG3URnOm_xju7hsXTOx6TSET59rVqnOUfUaV3lrxeo57kxvjFbDIKqeJ-4z-_l7gSpDSSfkBwN7HntQxIHj6llVjNiLNLWoco3BEVNmCPe3bPmjkWLIEzFADbubJGuYMc1eGD2v783JMfFPjvsgQwGZ12V-wm3DGCFwvQQQNQjSe3XBrZ3LthJJXA7yOORZVQ6aHwYkeWRfOYQ32ZmnWaccfBKmAGdEGLl1xQPRcOgewDtC-OXhHzoMrkPb4jQi9dqhtOW1kHuFEm1J91fWw0lSZpTG4cufcSyKv,50
Barrinha Beach,36.9868417,-7.964394700000001,Beach,4.8,434,places/ChIJV0lz74FNBQ0R5GPZ3kdrHdI/photos/ATCDNfWmzOMu05e7LkkQ8wZCPYoi_2HajmysaudYYw36qyGG98o94i8-20JqxDwKOghbuVZsgv26tsgtJPQQ7_2l-J8plOhBfC2szBOvia_1LzvDGwJN0gNASD0gC07QNHrUv5aK7jWuD-c-lVOSLPOTZ80AR240rDeUkCYaonbzPcwR5li9hJBDxpATPfGZCY26bJ8q_gZMA3nq1U3kyRga2yhEwwjH8THxg1SaWfAYJHPhM4f4UVFq7k73mYG8nb1YFDDqC1yK0sgRnqlXk9vlymO5sND4zUpKlIz0hF5GrEuBY2V1jg9bH-X3xytUMpiGZTgW2KIK91vC6lau4jRdr1sgVghNBVDyTPNz7KNFxTSn35BEIlcniiPi-l6xatBjjqgn-jk9pqDKimzYdccu5ATfZZ-SvR1lZdn5ycnx65xkmA,50
Praia de Faro Este,36.9921636,-7.972057899999999,Beach,4.6,405,places/ChIJGao2PnFNBQ0RRVnUWyJUyFw/photos/ATCDNfV8cUouXzhsamkSzP0rrls3zIm3ROPh2ysVl2OJOB05Fm2TmRwwuiEmiqYUBmrKuAeOqxTeZfeNdJ3i_bm0bd9sHQPUdaKkiKMr2r658C9T0QhCCD9HCeSrfQPYdIbRLlN2LMJX_LmPirzyvQ1O4E5ypzmHnpwrfzzI22aziKxZjTE7G3p5X3KeB6NuPsbQ6WR_4OX6WvSWrYitMp9A5MhtyLEyqi2mZhpTIkUC0sGJ62g2xN_QgFy8x_F-MjkbaPGDa5qV6CtkycE-R89wGgCjDFYUWtSgR5QaA2bMi-3WK_O3-eVyQRfTjMhUNNoX2iJ3I8Z5J9B_p_AclObti37pgkkJwEci_rmVwqKXXqhD2x9r8yNr7YGGt8K8ZODn0XQmEC__q4BkDzvMc3EqcXMXqqUFxPJ8qIVNBTVV84YcY1I,50
Praia de Faro (Mar),37.00849650000001,-7.9969263,Beach,4.6,820,places/ChIJeYfq59hMBQ0R06EL8VQD9HY/photos/ATCDNfWFYyQ6xWrvtVjdwQTHGWoKxWBHTTVtcZDS1oBrGEv4ra8CYjJHvFYbA5qUJTQpbtNBWWi5J8_JXmgqpS-B53fg8TS45gN_WiOIFWSL4v45DifJ0tnyKin782lP4buP8Zdfzp5T0L3XVbcnJzlBVByWYLioaejMbUemMNx2z-67pj4T9LCECojB-0rODUUaCGYmJtt-WfMA_MAdGTWE8tp9Bqv9Lpwzi-uWNWJdGNNw5nCAPmEkGWmRheOllgO2qPM_xNb5RJz5efVVSb7PF7Mfy6YRD5HRK8YRRxPetpxgs38U4ZCi0UD2PNscU0UhngXKKjfWdfu7AT5UWRcMzWvU2UHqnc5h-GtigwswIE94IhvZeSkUb1cxbO9ulC494Lx58A7yENVMRSLhi5y9ID84oCi8IvaPtVCn3J0yPvY6Sw,50
Quinta do Lago Beach,37.0227523,-8.0215477,Beach,4.6,898,places/ChIJG_werstMBQ0RjlO9reCpJXE/photos/ATCDNfU66eVEdmV4-VCZCEEYarbySL-AGsbZsEKSfb3RhqnRJlrWLua7VFboAiUM2spgdmyLH9Xy7mjwRxHb2EGo2xyRwJezOTW4KaqijXE9pNsVnrZ3Ae5j2Dfc3kiFC9LTb6haRLmwja_qcaJScyps9XQovNl2kIZunICdgYFcTEtymvAL_MfVk_2NPcxI9jr3jFc1hL1L4wjik5ULZ8FdqzMURgeXGdwAUVQzrY2mwW6M-QahPFHoAgYETK5K6ItI0z6_0lG6nxtpDNAplprYy9-gp15590xcV1x1xGhJFpkigzqRXqzab94cHxxpQcDeCJ79rlSiZPoNf0N3A5Qr0DeMDlLm2nIowGj5gwvc5BzVRDJS4Gleh8HjlceaxWhiQWa1kKfmpkmjK-n5kIxG9RR7Q0l9jPfvMHN3M-NJVQlG4g,50
Praia da Ilha do Farol (Mar),36.9743554,-7.8635857,Beach,4.7,155,places/ChIJz0MO5HJUBQ0RfyAi7wmomj8/photos/ATCDNfUlqEvpVTkmJNzFMnvClk2ybYFY69ASc7NVOQk1PZ0v8Re-VapG8w6QVb1MheZQG6PI87p2wFKfjdKs0TAgS2_Ce3_J666ZcubbYwteGhJ70AuClV7dr3RDavveMSDt9MQFoa5YPoyzfX-2pDjcLXkHaH8nr_bMufSz6uHSHhJh_C20kjesg49pke6npX9ckz4Oeg9uZMmENvs-lGlGTOkhr7Z63MiYMnYtesiuF9pirJHVvbDY7Xf3HhkEt7WHM0E5gx4tTZ84k1fe__Emy5y6443JWMR0IklIs41u202XugnEGK_yIKdhTA5ISoQVRV_Y-N-43QZ-e2vlHyQgX8MgI9hDyQfHfKgxlCTNO-x-GDG-hh60FJIs-L8kC3iZSSIxt0UX4e5vzgz_KImPpLADfyP4GhlDO2dFNmArmzh5NAU,50
Faro Cathedral,37.0133079,-7.9349381999999995,Viewpoint,4.4,5802,places/ChIJHemp_8BSBQ0RxTcsEMVsjvg/photos/ATCDNfUyysl8jSn3cAA3BkTSOiGlabF9m_7gekHpojuDB_9ad1sHq0NEfZATWS8UC-WSnFsb5k_zj_0Mc7gQAq2DG0FeJfEQQ4DPX4LvZYx38oFiQ1NhZ6Tux8KjydS0Xcxoa7mI7L6T7FVMBi-0wGjV56-G84QIaHIj_4UAD9SyEZeYBm6CSWb9eGE0nPaZYYuzZTnluiouC1uL1isdUKF31tKKYbbsfvmuAidW27gkeEWL0XU3FpNfo_77JKBr7kC_b60Jmqx8cZeHW4mVVzyqS1pUI4r8hJLiDvma4DLnO3j0_lVRihtBiox4GHY2UVXk4Xbst_3Xw5GI1JM9Xp6D6prdT9-uVb-FbgF0FddBZoQRXpddAOLk6pftjLdNfeM4dC1s4KWatJ6oUnm6ZWQb1DpA0h6oFnU8p4PDsgMTUfPYsA,50
Faro old town,37.0164626,-7.9351983,Viewpoint,4.3,337,places/ChIJKYqZNwBTBQ0RuUrC8aS4STY/photos/ATCDNfUOBpDKQ-Yr4vp1Sr1UcYYWd5f3U6tn6TqANqe0pZVMauum9PekahTdrxhwaDtnZxWjfmZ6hSvFHP72t2P-STo3AS2a5defI8iTTtg8GS2X7Xt2BtFnU3Dv85W3K-uf8IDWLkXjLWxwGy0y0Kk_zrhdYdvRx9i0CYSVsnYWm-whn_Q0IxwiHc8SfpAM16IYtbbsDzO3yNoba9_97roPKHhhCPHm_VNRZW4LWC5ZzeR8qW7U3bnoLtcnhtE9UjgNfIhqHXdMLzr55AiLK70QfHsw500-oVZFS5njweRPVBHl2MNkmAKNKrOCMplKWYLZi4jGRJT1z8K5jC1xVXgtjMhnFOtnghNcEI6H698p8ZzAy1Dg6KrI58IetdAHhGWmvqM8dqayYJu8tdnF5Oz19n0QwML4Y1LrxiZ-ww4J3JU4Vwf2jOsiIznBBhs8NT_y,50
Parque Natural da Ria Formosa,36.9897571,-7.921021400000001,Viewpoint,4.5,4252,places/ChIJTZZPUjtTBQ0RxT4ZM8p_RdA/photos/ATCDNfV65d6zhYOShoCcTHMwlG2j7iyfHoWd-q0nHUDCyZbvY0kdszKKrwnXRp2bRS8vej3DtaoqRtgUSmOn3W6PtYVtzltmCkGVhXDZWHzA5P2hZWjLyCP2E7_rrrldGC2mvm2ySygFFsLFQ5rCb2T9vAD-ICCIahUSo7H62oR1x32SKFv8gKdw6Rt-9NXyu7_c1Rj7RcGQCCIPG_E0p8kjOP8V8LaUC02tBgHbjLNPYmTkDmX8dqo7ykslcrOxpxSm4PbO9MclZOLpA6HALRWG3mHyq48XNlzRrdPCDRg2BKvlDgqo1q_1HmQxfevy8Pnb3gHdINMOpC7HKaUka3Q7XpAI_nUn2BQO2Nau_BaHSEIOY-kueLSqbfgqF_MfO8hNXFqMZUIZeW4KuTOdgbXhPYSsJdaRNvsZLY1_zDfcAwe8Gg,50
Praia de Faro,37.0072323,-7.9943808999999995,Viewpoint,4.5,6674,places/ChIJ-w-cXSJNBQ0ROD61M217UPU/photos/ATCDNfU7vviLJ2KyHlvd36MoHlFkP9KUf_3Ug2HNWl06zsuQElKo9oAazi8vdxaje6OEVdlYkZO3ZMKtbi1YXTh5uQa1AG4A5lnl3ytKPix7ozuDgALbyVJGw3t2dch0xjAwhfQ2MqAFEIJz6zPwSlTosa9rYnuI6Z-6UBqMnMgd7l4TYKoXTb8CT9b6gvkUc-jEoYYmtORxAAbiR2ZhHItNhr1k3ww11N0mcz-PVP1LtdDwUqxHtHIT5ZMUSrJskj_DO8zxgKSadNA13pblMWw5cw3CcjdHCIufGNnJNFEjfVW4ZwKIyJJZ2bb5MPQ_T7Dw5bLQzSBdgImsUGXy0jiXaPLIvxFJDFXcNlMcMpKMmjmnyKLqHPqo5Y1Ox7sQvmKj4Z4RszpTF54Ns-EfQ9i_fFGwHVjZ7p0s0tR0j79GBevAlQ,50
Vale do Lobo,37.05507050000001,-8.0643563,Viewpoint,4.7,1399,places/ChIJpYVC5F2zGg0RndC0Z0yPOLw/photos/ATCDNfU-Ad_o06256xYlUgS8eCTf3E_VijHj_VFmVKGT-gesR-nO3cESAi5qlaNE9Qc6ZaLdSt9g5VaiWzlRL8cZpoRCMrEVioA7hFn0f4FO4wdl63qTJ-mWrk5LYQEqyfnVihi2Hq7vn3igmbTrUAkdFLoJvROyAI2kBl-HUKOXqoo6svtHM8rvqRUQOu84kgS3BIHGAymCNhauOPznN6Jz9KTBqQwOJ4GVcWvURI4_AqAj_vAaJ63ZzemR7TPRF_zm-PXXIfsAb886abgolu7ldMNkzKpC2hAGeCqi6PQJns7TIw,50
Faro Marina,37.0156293,-7.9365505999999995,Viewpoint,4.4,4810,places/ChIJ2d74s8BSBQ0R2DWsIpqLseE/photos/ATCDNfXQ8IOzCaBkdgNU2cqBifmnFG9igQ82vISZp0glWUmhDiZJ26cu39sSvK4ecZvvVCQGlh2dXValPL6RfutmZJbADBjKfIvM3PKKIWuUB9afUWI3hGRtKY2gnZPHlAj8fXusqBWnAn-9Lg7vadxujcZ8lhdML3YM__Ru6Ti3_renAIOzwwfH3_wifwS07ywSA0wWSszgLc-DX4uBjBJ8sM_N0fWmCGrrRe2lfC6hFYQ9hwKjE5StKfe6FN753TOUixn7qy6VdrMSMcDvQQJRURJVaitxrrqMJAATUv8u5cMLo1g39O1R2gmzCR94vSazrTbCsHTFh9CjzvxZv--buENYQjtZnZEs-RMj5xwTX72eNrva0pRLMM38FNVFaNQQ5arT5f8J2mhL222yf1Chj-xHyQHYmE5YkA10BFS3461F_A,50
Igreja da Ordem Terceira de Nossa Senhora do Monte do Carmo,37.020201199999995,-7.934703699999999,Viewpoint,4.4,3243,places/ChIJOcUHtcdSBQ0Rc6YY9Vgn9SU/photos/ATCDNfWx0sUCAC_fvML8EWiGroPA-ZLFoBrlRBjnNqxibSOASIvquxBbWaxYtDDrxed_VndkQ3peg6648BmucVHYVqk3mcFNwFTalluGsl53obWpdAMCawjmFkx4RyNe_vQ9m00N1-61yNKquQt8shy7IbtaBAZ6xKyhhf1yqyuRe1glwQMGEwtBjdJNucOpB4Zs-6aSQ5vICz7BZP8prrtBEhi0Ee6gKAiqPW7MJT1k4krFs6mHguD22YRtWofa7kuU1JTomhdHScNpA7I_NyGi3kmj5xLo89N761uJLinQv7-fp4mDVFPUyvBfD8x0ZV2dVLBvD855CVbPbOzo1gsd6YflQuyH9RHQzH5C75Pv65mwV89lJZjfS-UnMBbIJlUk1tdbUTROorAF5YgrSU0yW9USMi89erLBDEYXnE2IjvCTBqA,50
Praia do Ancão,37.032195,-8.0379843,Viewpoint,4.6,2114,places/ChIJKUv8pVGzGg0Roqp-5dmAwIo/photos/ATCDNfXoXchAseyb6kX0yEn_CImudiE7DYe7awh2wS8zH6bk39RupQPlLy_MuZ5XEu9t2afT-n5beD1ivcszMWhUYTiR2UIwj2msqvr77CllYECKQc1hF9sV-NCuh37jaypAPNolFWqVCLSvti-ArXpCjA3zXw-wBximXbt-QenXjCyjDDwjyUa1yfd1DDrVByUiVtO9wcIzvzWR1UoN8jQm8dbZ4CJobEBjax9To_siLdbp-0FGj--zGAiCf3R24BStY7bOTVw96AgF46lCcjOuFbcX8GhM4emNVtr3gPbcu6P36vegWt63OwIMhqydAdluFzLNKR6B6GPowB7FsCddMG6AFBrihbZX0keJ2t5CFhOguaHuxhWeb_bkAJ4X4gN-GvpFsYtsh9uNN74uMlWNu6aN8vkml4AY8_NY11t-GSbscMPx,50
Cidade Velha,37.0114693,-7.933879600000001,Viewpoint,4.4,914,places/ChIJWymHr8FSBQ0Rgus4k9w8n6Q/photos/ATCDNfWUlJzo4q43iJ6uyoLn3BWcXicWBOFfvpTyrejrFjudPHnoZwAxUpsVGFM2LnZT63W-rI9aFoEQpIuWyvmZgjEePjgqr5Weet01hmpEIjJH1nvAa6Ze0gsnKdhfpSNRHSgRzk48PLNLsqpLzyfkcpK5EIgg6NT51kZw8g68fZ5j0vPh9Adpokw7z4MUxJPa7p1-Q6dguVQb2Mt7WOElyuxAys47rXhw1DFHPjP-bIhXtwmYboJmc0VMBUPYsmxVzRZAVk8wV6sGAFQAP7nqniqs8W2gE3Z9SD7Rwwtq5a6bi9AQMtbIHVv2hqhwZ-6caYKEFp0dehIdnm2qBDI2dOGXo5fXvRjhTRFjZfeYvyN0e8We0hNVvQX8CvwzD0c3l4G8oztY1iyVuICMfNVTLkw7L26u23BP_fdLFBTURK82qg,50
Municipal Museum of Faro,37.012957799999995,-7.933883499999999,Viewpoint,4.3,1601,places/ChIJHdF_psFSBQ0RCGdrLnSV5C4/photos/ATCDNfXUj-aY2gU0KVhR3sD001aa2SGXzvhiU6rCfHKrqT-9dn9gvyB0D-DGz8yG2tr8qZAVr4TXyC0aKmaocCeaLqpLUId5FaxZYWuQxsf-J-sHJfvG3-0lnpUOCwnmnvRu0xDx3eNv3aWG4sZXEgzdCsE0pUw9ScpSxyuwng2Wr8wzMi3e4W3in3NbpwhabEEBeLNvIO2zy-Tkcta_oB8XshUHg6vnabLLEJwgloBZ2Wf-zTMwiWIzYciZ6nMVjCZHkipYFzAcYjRADTIkxpMZGWAg7wxPOkeK8uCG6jOmL9u33La6C75c5rRAjCFTlPU1jWOeK2PObtw7Py88sXmL2z5dE3yjCFGGO-h9VtnSzn2cQ9Lw3EjcYVnpTAS8TOows5ZaVs7YLU8Sk0-WGTKNCMjVtWu302Vu8_InEzPjLoPETwzhM9jXrsSTswI6GI9s,50
Camping Olhão,37.035196,-7.822293999999999,Campsite,4.2,3176,places/ChIJK_kOEyxVBQ0RM7DFrgAH27E/photos/ATCDNfWtmL_jhVGjuYa-e2Ci-nppwHQxWABTQ9xdnFKXwIvXKFlK3BW4f2DVkBxYwZ98Eu7hF7xQfBFgBE4jXMYCGfzwx9jukph0ERKdMdQ2ImKSD4kZpv4G6yRnZTqz7OE5A1M7jkgZaWz7NUBQag2gdY1VzrFaAqRty-Ycz61YpOr6RSsYesfyniO0l1BJEd_9ym0I0YS9S-wtnJOiWBbQbJIlJiVa0qZyVwa_jGnB-bpwPHMJaJtFJDjWXciyoNS4zh4aLi3l1zHDIDlnG7R_HV0flHHmUZV8g3GmTCZ-NdKKs31Vvgj6y9z4qFPAkyzRMLz8TQ1IKh78KEzUK7qlo5ExEHsH9yEKY1VVdrbeFDo-8gs2GIs6wIqXePeUJKMRWf5LSaWGqgLsX8vZ8og2ONTCDlHfvKca4hoTRH3zRkYPiw1W,50
Parque de Campismo Municipal de Faro,37.0047827,-7.9896943999999985,Campsite,3.6,836,places/ChIJ61FE5kxNBQ0Rkl2pzn0kQYQ/photos/ATCDNfVwE9KCnc4x6jmgzDlEIvCHPw9aK7TPlVjKvGz6Cqd9OWwh-F8EdVjD7zZsA5IKf3RDS7ZgnOvoSblPrSUtQxxGeq0ByKDV-RKfpwhEs8a-nJzNst94Pupt04kMSfIJbWz9F9wjajnBpf6IBA2DRc-L83wA1Eo6CosvFCdiicX6GTPuPz1n9JHcAc_vDgn1EffKqzuCVUVyrG2fexXjV7jG2yAQNTeVq1PCD_FW1QtUqecj2VwQrS0QDCL_2EnT-XPWUnfGl5vVBUnwrag8YMPF62e5Ob6cR2TOB0md05IMYw,50
Camping Algarve,37.07309250000001,-7.801279399999999,Campsite,4.5,525,places/ChIJV32D_o2qGg0R8w8qCTPNDXY/photos/ATCDNfU5S3kPmt_8LHup2GiWbYZBMp7ZOSDeGL1YRmO2A6bWUKhw5igfdAl-i5a3nrjKJthTXSj6VFzlumUixSHn4T3m-xznZAoK-eqdnr39qsWTPsGw241mY0oE-3qq9nXS9hf4ftOuboqpu0HmNSjf0cuukaXmYBYABMFp2ZUqsEIWSJjuE5iHbckNaSfbA9t2rVL0M7xq3h9lPRu3ioF4GWQ6rn5LtIFRt1i9X1YYp1Dt3-42zi_iqwGJ87JjbuCU9xvMIlcBCyFFpQoS2421thS6uXH--VYrhqLzNWl4qXU6EA,50
Glamping Camp Faro,37.0059341,-7.990773600000001,Campsite,3.8,71,places/ChIJ71oXHMFNBQ0RGiWU4yHVGn8/photos/ATCDNfUO8MuVrbGOwBGg-RPcStkwLkuqEUFS8_RkBaXdpwaQlqVSQ712staX0mV_pnk8jS-rYZwpKs7OMo5mSYN9H525XHgXmLmuNWR5q7vpJm8yy5MBHesN4i_Rc6r9VqaXGZVT87vkmzlHho5llYxYzpiWQPsJet9aQfZhilkvT74CNV7N-PRM8JQCiR8S_BIXnqkPGmNKoTtEcxIbgd9YcftpvGLLB7GkFUF_2gtTEbbG-OCXJzcwId7OQEwn_wiqpsH0FqP8Gf6xN4LDa7El1fytjJ0HU_ZxDg7dFQkInGXrFw,50
Orbitur Ilha de Armona,37.0208729,-7.805119599999999,Campsite,4.3,589,places/ChIJRUk_RkBVBQ0RV3bPqqhgkus/photos/ATCDNfUb5C2ezKgztsCWdk7sgNqAX9ZlJJw4m2bGCU8HlCXPlGEc3jYAOAwmfO-AhsMoT_WbSBf4W1H2ihZPoVR--ZzRomF1EP1EzmVuq4QStBfekeLowrw0ctdh0yZFQj9d9Bm7isl3tFqyhTJD1eLYgTGI_MSIfrBJMuS4OK3cuMRsRRuHz6OjEraCTRwP1zGx5eclGfusJkCAROT4pilpoKg4bfb_2W69oGQSouCkGXR8OvduDWy_faw593QFPslllOAJRFgyxl9Ne4zQ6Q8rE5K1rl8wNZOkKZipybyBZu3YFhQSFv6ukZ23U9zOok8LulemjA1hQYVzz-3dOYLo4UUrv6H0bdAe5nWz7TUFnx8ghRZn22xN_vSHJxsTM6Fu7ahRKIVvtLOP6a0zPQNVrQIpNQw9I3S8wUC1v_mDe2CSFg,50
Camping Orbitur Quarteira,37.0680538,-8.0861503,Campsite,3.6,1224,places/ChIJvchf11W0Gg0RjSlyt5NQb88/photos/ATCDNfXfKYOqxP97FUH84XeytgUBl-9il14zAyTx7kWdaZDL4ed_x3bNXOZmeN4uL91_XWGkuynBSHnfF-zYbSglzWFa6-gRe9lcaW5YjhDYq9TG3LHYCPVKvhrAl_yaqI7jION44CGd6CWHKBg_Tf5tAmxYAfXqoTy2aZbIMkASGllr11KWKsN5wPpNVhfdgfVNgDdnCCulbjid86T9jD7Mgbj-_HLC6NG_R2mozbb2RdWbV6wk9n4IRrXbHwmw4LT6WS6QuLdnJSiaHD06rMrH4e8T79km5AioUqmEZ-RQK1AUUURjEyrLEUp-DqzXaviwgG_ypxL6J4BuMLYlX6tVug31DT20GoIFh4KFKBZdTZerXr8TuqJTRL9PXDLpmQuTeWnH5Y_FhcP2yuoL-Z9brApEXL19C6Hgk36acLETQWTwkHov,50
Bela Glamping & Caravan Parking,37.0476691,-7.795009599999999,Campsite,3.9,28,places/ChIJIQJAkrSrGg0RLtgGeqKnlIk/photos/ATCDNfVB_Hy9yFwsGE33kqwOV5qdJfRPgaTUxozVVV0H0Bwn5zT1Vkl6wk8pMVE-1DjhSHecMqlF00yN1dvxsCrLEGe4iI82lYY-BsyMGWKAvBW_2BXcraPIND5JSUy0_sOmMbpXqu4j4jzM4uT9DgWRnjXbmeFckAKGXxBd7leeh1Jg92KJS1YxDTes3P4TkeixZTdGzwQAUTnzpr6HwdDNMRolWEuqRLOnGIHUIPGGlh_CyKug6aDq-1XWP-oM6tq12cXrV_xnAaqDA2nv73ncuy6PDtxQ6wc9fQccIzFWFioVRg,50
Campismo Joaquim,37.066541,-7.781630000000001,Campsite,5,5,,50
Private car park for campers,37.0307068,-7.8323554,Campsite,4.7,3,,50
Stopover Estoi Motorhomes,37.0935185,-7.897171800000001,Campsite,3.2,11,places/ChIJ2wec3QCtGg0RxnCj6sA5_m0/photos/ATCDNfVg3w9gztbRlpSmCdMauIecMdwDe2kWmmO-GKKnG43F7HTpVD8gpKTeHjDCGwLW2leHEE1ffyTa1R9uepv2lRRTv6jU0WjvjA5ZuVxZK4TCsV9hkBCEHrfxXMv-N3PJ7cGQYhDyaEqxYzi3eRAu91lDsfMSIO6z_pDGlqKU15wO6oxrIh5Rr_TOMd9GkE7QzTpADTeAB2jQ8koZqh_lS-VIC-MZejkC86rDRQ8BMifzWvom-lieM9egMz6Wh6jxixdkzFnS5K5UPN6elJS5q_WLvZsqeZdWQJtwSJuSeHNV-36qVv72YvvkzBmOQgUB-posi84D65GdU4P56QUt6ndib-WSoWMvDCSFwHoKT1pvNnP02R84kT-A6eOB5Xh3m6DA2K6beGKD8AWuyaNQsAgvlGLQyJTzUNr6TufyokU,50
Jardim da Alameda João de Deus,37.0145453,-7.926597899999999,Hiking,4.5,1131,places/ChIJBVcx8DlTBQ0RmmdG7dkAOYg/photos/ATCDNfUmdA1S24R2tMj7irp3hEamwP6uzUsccpYt8wyb7Yq5qTpIuxrNkKiO9qf8Rfxf7EWnxBL6WPVJ5hcsP_lXwU9Uu_yRZZiatu3J1jfFCSCcwD6MlmvgtvHSvaLuLzxXYIIXSXxWh_uX3Sm71OM-jQ9wG4OfZbgBYkwoSyNaH-XX5wlyRnt45DqRAMRyjipWUMVsuB7BkkP9xGv30sRvDgiqVRlHttlcL44uQqjt-FR72xPJ4FF3Ovjy5kdZh8P6yCuamMMd7wHkXhLpO7l8i3BhhsziB6XtmnayzZoN-0a_-uSY8zS5z-DltGE8o_PrP1RTxL4ufz0y2mzTO7tJJnLMLv3KsBaUraM3lduGzFxTx-AuQ9v3jpPjT-fW3u4AUGmwu9SX96t-XyesBAqFWCQnbVtEEroHq41X-i5lZ8dl9RBEfbszD-y0JFy5kwoi,50
Praia do Trafal,37.053267399999996,-8.0732564,Hiking,4.6,240,places/ChIJyXI8wB21Gg0R_iaRi8uDWRw/photos/ATCDNfWFqx3i18Ul3jhHoQKzoecvh6Un1b3DVYlW9Yc-XYuw9KS-5LgC0qKwryh1OyxFSOhs69Fa_1tXTKetsPAA3B8JFR4_omXJRHJMJOyPlcINd4Dvxzqd98ck61Unr6yT90i1AcTVJyTBU831RwpeNrWndKBG9zYWenObAIxgBJKFe4EOX86W1rW5aC25uip5Lr2A_0ezB23y_S3rFXsQU1z-KRG9lEdyBZYw7DreK0RSrIjM16raFi3f4SkHDOCwZRQW6gj5NoHtE5yjtBLnlFLmN3tDUo_PbwIH2FvG0ysrqG50P3s5miSJeO_Si2x8rPd5fdDkAl5r_DqZI2IGZoNgWR9OA3SITqPn7ZUAbMT-HG_ucSZycQWi63KQ9Gf4yH_qxNNvhEuVFoqhaH9Z1cwr6fbrINSRElN92M7beq_bjA,50
