name,lat,lon,type,rating,user_ratings_total,photo_reference,amenity_score
Istas Garden,41.1081511,-8.6466069,Campsite,4.8,465,places/ChIJYz0PlQt7JA0RRY3Rxt2e8L0/photos/ATCDNfVm4sc1WEVZmQORJPDmqOzfg60CwGRaoCQEE96cNYLfy-NEq6402_BKaMmzkeCa3VCTQIn6xPHYcKhzPo7iFjB-BywpMdIOV2CiCkKt5wLXu4zqP4q6EMwKqrxtNtRKVGETZYnPQ1AhAp-xcGsaKK7NwKBs_od0JzHlt2NQyx824WzVxJbhdN_o0AyidNulOnF5YY409rvj-6yfaVJeGMgRpp4Q_BcATv29ZhUyovO4W89lXoqlY3iKvVgobixpoL3u6tmwawEKhNbETPNV1qgdYMTTykW-Pa_uxM6k3mQ_dg,50
Parque de Campismo Marisol,41.1100589,-8.661515399999999,Campsite,3.4,1542,places/ChIJb1afTAdwJA0RMWZ-lMmiJbM/photos/ATCDNfUAyne9bS8ilrhAgU3xk1CPpFgNqY5XjEgIdPmyMBpgarK_ufy1vDvPuirTCGV2ReszekZHav6DMBPtfWdZGQwDvr__gB1xNclxyZI77_FMl4WfBEnctTSjj6GetSeTIiJI-LR3TjthaTIoGtaUSCsFpHkqW97iYR0WGy-XJpiUUwCm36TXlY8r2mOaAWuKGlikAn4_9yMCNiSRoWwWQT60REb9a3QZjEk2BwadvJMSzAA-f9zu8pZ88RDGY7_8Y1pTJDVn7qJhJ7hiqf7CYCKiIG3ofhfh0k-5n0slN1Km5A,50
Kampaoh Praia de Angeiras,41.2670521,-8.7205645,Campsite,4.3,36,places/ChIJtcrr5BZpJA0Rhmcg89NbrqY/photos/ATCDNfXPwU7v26EA19RJYYCInVXFzzRzlapamL6_pU9mDxoqOHovFGXFokDbu_9tAdQK_1vPYuAV5dpSxHRMqITpCvYkaZ00RnuUqxlJtOd9cIosVSsJ9SF_jdI7-gS_ypD3kSjhTgnocQcu7dq_fKsCUhblaX_TK2GXr0jLCz90lq58_0lcrvFtVg3LZ-1VlErbisag8ZD3Q5Ar0pGieKGrQ-5lcOneMyPcX9oDoUKLuqCreU5pOHefXl9fGdZPeeOpskFTlkGSXq5dq1pR9KfNoigGbLCKTqwEqmQbfusclZZc6Ex_o85sBzWcSnE7QYwQftRlQaoDZsdwehHaluiwcaPDope1PAYrmeZOKbq36718sRNpYLqORaEneDfAjV5dzKVAdaladRC7z_8pdoFKIcS66hrKTrVX_cMIZPVwL9kzsw,50
Associação Mar e Pinhal,41.103103999999995,-8.6589875,Campsite,N/A,0,,50
Camping Bel e Cezar,41.0954972,-8.6308422,Campsite,N/A,0,,50
Estacionamento,41.1506549,-8.5969112,Campsite,N/A,0,,50
R. Campismo,41.120849,-8.6614411,Campsite,N/A,0,,50
Parque da Cidade do Porto,41.168673899999995,-8.6788358,Hiking,4.7,28169,places/ChIJA0-Wd2xvJA0RDJEgSEv49og/photos/ATCDNfVSLksfLMgx9zNq5bPXwjg9-neyIAVAX7noaqftgcropt2NngGzR6qdsHmsGp7UxNyT4jaIpNpejbdpe3U2hYABbmO2YpbUYfQ8_imNNrkDSthKof0mDx3r9qfbwefWZpp2lDweqzWwPb6Z-Z3nu9GolLk0YWVCdmcHg_MGllVJCZLM1DWHk7VoyvNMVBBTbNwlDVTdvhDE98RDbLv3CK5jIsUu9p08V7lv1JSvbqHhDqVOF6C6ZSNc86XKH3ZW9n1pngBcKcGo2PmsJzVyCtcK1nC8ShEJTEBLYqtLsJXyKjV61HMpuaR7uOwPu_OZ0K-akBwi-czXGPL7-RllbuhVLm3Y3NJuvBVO9KBqLN-2rVJ6dHO9CRm5GOTWBxPcLMny7kwbsqzphnjBMM2ofcRrlQDmS06MMhc7okQwnmuEFg,50
Parque de Serralves,41.1590347,-8.6581114,Hiking,4.7,11824,places/ChIJcSCxVoBlJA0RFNAb4ighgKM/photos/ATCDNfWQ9q1RBefKELjRBXnDxHtwnf5rPdHvUMGUknT9mDBWNVst0MGhF_RCmLvoFYEMFHHPERX191iDdKwCDecVsYwtr1VTl5srzoJ5siMYSIFrImw6W0I4HC-SKk5jUQ6Kt2fSjbQ7WhUSZXlur68F1tCz2Av-gkSfrmM1eh899f9bPMGlwbKStn5i8F_YmFQDtITjuIWMQkRLH_4GllO_hH44nm1NGCsRjemW5MgGunF-LNWSweedgamPCwEduL4BIw62vjNBPLGA72H0oYfI4Or09pt_5fisx5-YTzUMERVZJNhcQcfBTzzsrwu_bXmXRcTvV43H3IcTHdqYpPgNlgU4TcS8S2d71NKKY3Htem7q-r_mRHKqbzSyeJdbo_haSEN47d5Bat7QnhKyBDljPa6L7Noaw1lJJlV0mBdRem2pW0x84pAdl1oaMHt48g,50
Jardim da Cordoaria,41.1458015,-8.6167116,Hiking,4.5,10699,places/ChIJUXHRmh1lJA0R9HvBwnBoKpA/photos/ATCDNfUM5U-Ik874IuQ6ljmgc8TNSMhmO6QNWI08Wbg4hErruRqcUYVhM5esPe2VdLfCmTrlH-rvvjJ8uSCXNWEJXaiDS3jX04OuC91hGcOaQUvch5wEhdUVJ7pmAKtmQVEPiuPdyEiyMBtTO8zUjBHpvt8Pva2CtcVNMtxkUAwJCPvYKI3ThtDkvl_MSSIckloCXfygpnYxBe9FOZ_R8m_y5A6ORO4FB3zf7jIKKjkxzJ56zex1eDZFgEU4jxH8Yx76DRrO0_rZt7tsDRdHtozXFLm7qR5AZL4OVGjCs2ATmjXF7GiH-s3_MtJr0WhmHL6HZKs0fiuKiTuXk4SflIIGQ3hkt9dntR3WJePJs6N0dkqz_1AzrzXJACRaFYkETMugRSsKGMbt3GQCLr_a1Pt9-FVNn4q7YfpbLGUHtwT9y0Lw1QdU,50
Palácio de Cristal,41.1480313,-8.625568399999999,Hiking,4.7,314,places/ChIJRVzVbwBlJA0RHE2ECuuWe1s/photos/ATCDNfXdk_H1oR_fQfnpuEby2t21Wo8RUVOo--8UAFOjpCX5kR8u0EbOVQzgclXy1KzlkoweLgwfQ2EWu245J0Hb2VoUqhvG9dyf7JXtOHeMiZbVnYZJjEsvC3DZ1ZgDzKF_9fKV-3kd_Z-3WSTj3vb4oOz-ST6bFc7FdFNns8Q-qnhIVWbtZ9_HnCqHzPkmlkKHENqwEShzpYbZp_r4h-c5mDYVnjwpgJy19PZ_3t4Cg6A7mCBwgcz1_aAZDEuJ6dMzBfbTS7l3Raow7fFuc4L8QUUnaZYe0C4EO6pPoMLvuIMkoc5CmlfEpDSXMFW2cvOhmltpPqzQzHA3lSjRG4D2Pw2VqDGyEw0Cuco-6Esp6prbNOeHU8ufcaJ-u1o7Lm1D6MlKPCCFdH2cq04cJEATjok95XutC7aqFmTDSkKQYKrqFGfpLcGmSGPt8GM0lrW3,50
Parque das Virtudes,41.1447,-8.6189879,Hiking,4.6,7073,places/ChIJW3NQxR1lJA0R36dtNv8LUi8/photos/ATCDNfWsp3ngNryS3jhlBVAuwrEN7Ojs-9BZglrddVlmrGi8ePDle9VqwEZj0FiGZ-7GU9lorHI_eAVT2v62wdOXILyW02tMpozzfHiHbB9gsYfXvV5xnfAhtU8wY2VdfsKNcMih8jetnLkwbtDD7JPiRszrSXS1z6CQbg3kE1Q4YDurJantgjAa0yBVMp1OM0v9xdZaznznABBVE9SYorgAa08ZC6quFDbu5VaI5UbdJMRdm6_idQ2VlDhE2BN0XvAxShMZxKd5bUz95ac2ddf3U1GIbw_Rn7qWLrzN6AKUFaKvqw9ScCZEepjDMm--G3n2-eBLY2OMD-g6AO6VoZheuJeuln7C27z88ZhyOJtlTuiXvJAyF8nFDqkOjaxl8ofr0HT_UrO2xp6rIqAgClKIqggW2OmITyZzm3CMU6dZc8funaIj,50
Parque de São Roque,41.159102399999995,-8.5889002,Hiking,4.6,4650,places/ChIJ2TIJhIlkJA0ROP-f3O2G42Q/photos/ATCDNfVfzcMm6OZrXpnq06psopr_enZqglm37b91tcNuMtNEOfVBaNp96gMkqFNPZ25_vQDZcOpDcgXF9GSA55RP3Evgj-9Kgb8r2s-M5DnYP9GWAOSh2y2iBK9foZB3e_-5_dmlkHzeeqFDvafH7iKBQvFvtmjSLMQ2zzwBKTGzcvVkJ2KR-1-8dWF5RnGnNIIQtpqHpb2P0Ytj_YwXBjcb-9cZq24zsg9oMhKtl_mot3vdY__VavTbCJak387jhhvEMLZvTziLmjXtAMUttLuiLurrMAlbRpsSS4M2RFeykFoy9exSMXr5svbozHnEvTkHZjAjVndBkpv-l7ypbzmNbn7hIfTvB70SFwB0lZmPT0xlW7Qp-bz7Fpa3L5yMV8nJ_l2DDSkoBA7w8n5vkRjkJQL2eBakcM2NfNgnnlBafqMQBg,50
Rotunda da Boavista,41.157925299999995,-8.6291314,Hiking,4.5,230,places/ChIJ5e5kBAxlJA0R0zD0QUCxMbw/photos/ATCDNfXQMvqie1CiTzClFI0lL8dlugJfxt2LGByY0wP1iUAM55CNvx2uplUH8bhlwTpNDWwz7ZZWbhERyAzFffLH6CNz8pcrhFND-n0-hsVfvhd6AVzFpc-6lBE8zlgurYTPuCQeldoz0hNRH6PFC3QYujme5FT0zPnfGOHfmYmhiZ8SVuDuZQlrPPHHC8EgS0-X_LbZQupXyaatUNdxYE2AFEdYYxKt9WDlK3JWu6yKmG3Bb00tVDrQNCCORvvr9yK-BBCXhM1JNmzKuH08J2_D_E5gl3gqcHa9DFAfgNLCddcgYmoLbwMTiKIbC_36Wckdjlm4i6mbEa--nKZWxTuwOhLBuEkwaaXWPqy6-p3x2eSWBWcIlfEKz2yUSYei99pw7qGSTJFjB-nUCGowISnZdZWrJmmlHvkcq8uwLcjdws_yrksP,50
Miradouro das Fontainhas,41.142599,-8.601300499999999,Hiking,4.7,2448,places/ChIJlbh_CelkJA0RniJLSUzuww4/photos/ATCDNfWXj_VCWlCfXBh1C_oR4qI-WAB3RFdAlNMVHnCzvFAzIPh5PrbuVrYLn8t-jdScQuGCwkrAfQubzv9lqHOLVf0r1wmfA9B9gHywj45Ve5bnLLao93eRypY-BBKT30JeD96oF2ZEQ29UZpVW4eXTx1p3xSICZBAoKem0Fl32RDE5DaH6jEXQOj_xLE_BFQl2oYkzupvv3rya9l68CRjOnesedgVswICQF2KlB6fnrngZDTxilsmshHLyp2OZ4m0CwG4cNXxkVxSoHCl0EC0mCiWuTecwN6WNCAz_SSR7yi0bTMLyq-oKe4mtystaDAsL6kzzzH6lBJht5wXMEKO8COsIvzU6czokE8npJFNbqADkru8DbWutSrtii00M3yAy2pn5JYQEfGBV6GUJakyPi3_H7MJO78f0SziERitTMfQMRw,50
Quinta do Covelo,41.1655443,-8.6046464,Hiking,4.6,7964,places/ChIJY3gohFpkJA0RbxGF058ZfaM/photos/ATCDNfVYsTn3kiJhLebIHptR_8-Ks-Etk0nH7vIIB_FXR_p5NXhA8adorEhby6uh3dC5r0sZdKApaDY-ORoe_XK8epyXFBLebsGjATyow6NKOcNj94J6UvFpoyFrY63L1RhGJoEN20wvBH9hfPC9d-NwBUIt-iprbP3nZ1VC3DNdytIsuTh9X1d952umIN0NCDQbMGM4NbEp-S3IVm8szNIo8QyTCIW55NtWZaspixfALBMKO81X487Tm2cB8aj6qshygne0WRNOX4ZkS25ZC1739GyU6gyh0HwUwtqBT3O4ujGCxIQ2K7QN9fbXbiJ6AKgHAmbXf4l1sUnjDZoPTvwHre12TyDKzhSYEvyzG5jiOgk7GcBb7sIk06BLkM1te7kPkQrK9csc2dBu3pDfBAbv1aZG3hpN4Ke91XaMx6yMw3v2J5dS,50
Parque Biológico de Gaia,41.0969836,-8.5560154,Hiking,4.7,6642,places/ChIJr_pN1ZB8JA0RRJ-7UsWAHb0/photos/ATCDNfXZN23QSo6xKIWYKKON-STzxMoWfZA6FICUvA4X_IpOkbJ67Vd3SHcHZaVbrrCGM-vjm_bu-UMyOghPNCXacr-JrL0Q9KIy6O838LsEFDCgLsyOzfLU3SNmEfVGvQcbuUjKv-Hgx0Krr1U4PMJ5YPb4lyNBI6bzrtsSty9iOn2k1BpZAAzaHO1IViyydJrfSv73NSZmpQpfW1JIvM9G50uvqOwO5K7QP1qBX2t2VmPHMzYuYGW--X-HVl536M6Kizh4Y4xrW3X0Qla7eEuJLMU-Y8nFIcPrZsnLerH_FHPo1A,50
Praia dos Penedos,38.446825,-9.043046,Beach,4.8,47,places/ChIJb5Vr90ZQGQ0RKMf27kSce9c/photos/ATCDNfW2jQQ1aogAgLIpqEDwykly5NgRnryupQ3tPt-x8VgH3Zgeizw3RoZvOswHWWBvJFLb9JvlZAt5S55wt2w5-FOQrxwm_q7EFWaV8-M1_ih4vnRjmH_OqapMGPn_Ly6Iel0L3hZqhYrehDN1RUo6caywJ1Q7vplO19fz7FSiZYTOkg-q8MzLwSjG6iFWbTG4_CEOXuAfmIE0R6IdMvS9hEgstzFjFVLbZpixrSfIia7D8Y2KxoMQZYN-YThpfdbPg0LzJXjm-ouIJ1OjvnEnh2Delh6lfRt2_6y9sFdzvnEQyMyURlDaRUggnDX1hs3nhYh1_5SAYsyyN0ali14OH7cY89-9g1ouDB0uOJdh3XAwHyZmz1T65kT_LMr0M10uv7B-jLiMBQ6f95AdBsiXcWcqx8WIUA-CNPmnbzvJeTicePa6,50
Praia da Cova,38.44095,-9.059579099999999,Beach,4.6,14,places/ChIJNfrE5bJRGQ0ReJT8rxwprBE/photos/ATCDNfW4mREzJO63gx4J4r0QGlAht1svL1AeehnJit7hk-o_VZuDLl1Svh9cdUXcy538xFCpgraYURFuZTar5shQdUHr1e7rf_T2wlJHzeZysmTsH1XjccG_2XwmD935vqsHIpjpgpeYsa8ESYJtxM-WljAeA5Gi-CAqllr8kZ0KylhPcjxDK6A3QFSJTYfwpe6MgjoCcW9kEaR2bxVfUJf75pw-xbgJBNwwXWeByRJtiQc3tPEDMdG7e8wLejwVW-Vukr2WSFUvyfzZpZX84pf4O8N6w3FgVCzeEtfXvQE25NX9JQO4kudjIG1jXQgcD4_BKt06dchnyzpTg2_alI5rPhxo3K0aQhq6NIaoARNSQ9ZRaewZN3sWacVQlzQUAvVeEY3JjgwlXdT0DH9UxXQ4u5bX9oihVKiNgI2Xrt24FV2L-k8,50
Praia de Alpertucho,38.467485100000005,-8.9901464,Beach,4.6,482,places/ChIJT7a008laGQ0Rm4FY8ivtIMk/photos/ATCDNfWsvfUcirpuO_umEeEscjI-cskkxlZzw9wvu1VliC9NQiqwgWNnsZnFliVQuiHKdt2qyWgEeelGoNTDHVvxgh-am-BD4c0lOu-jsfgTGyitDTIB6DEaVzhkR_ShIkwfz_5dyVc_PjLDr_WR736qtygMzIAuMm_KPcgZky6Y9epn_oHomW_kjMpLACvrtrI6A-XgwyACSR9zKCLsdR761DUxDcNAiZFcLsqrNQJmO81YfOp4BsXNrPwNDVcKtenJd2A5TLI83FZ3Zfi4m7UazmQEjaRBGwIusp0rRMpR7Yisdg3o3HWPCk_f4hHA58HsTy_FfgNQctRn9vFLcn0iU_VEfoftMbAHXEzrDsqwPJhKYsDHbYcZzfuKsx3265k9uaYX_9no5JCc9SD0X2_xXGaFHcRKJNt9e7An0wAhyp4x5S18,50
Praia dos Pilotos,38.472955,-8.984338,Beach,4.7,119,places/ChIJR9_eicxaGQ0Rq2DkOgCJ24Y/photos/ATCDNfXxD-TxymIDBjqXapidiwfxKiyVYhAsxERWaVOs37wI2lNtc5dIhJSaB4r_l1thNtazGyRrapRI_FmXIJOIdJlQABRtyuvIzDnOnFvncp6uLhnHgHYRg5BDZHRNYIFhsiYUZ1ke2dxnrONUJslROZf0IWMOHqEm7GzouyLR0Fc9udctR83PZ01uodfVfQwr41ul2CkjI2jLofvHE_2d8VExYKaBdDPmPd7pyhTbtGTASg2rh4OBtm558H0yrDDbLkfuZ_GRq-CYIPeAyue4B2PXHytdqysd0bBEXiW9CLqfcFTfeLsYUSeuRINLoy-7ZNkx1tDznE5qdp8TSll8CdF1Pb_GnUWbXe27BAysLf43Btvl5omtREyPrYNyXcLjgtHACNmun1p2a6eXnen6aipIgtQWT90psQfvzR0t1GM,50
Beach California,38.441410999999995,-9.0951,Beach,4.6,7087,places/ChIJdZjRGoxRGQ0RwifYQYhSEvM/photos/ATCDNfUgTHsLK9kNXQIT6fmo1_lAVaT5mU6Czi8uJWWJC7HXLfv2TVtw4U2A1WJ9_TJlhAweEwypnN8fCgbggZVGg5JyWkP1L60NJLtf1N4knZIvT0kEGOQTrDpey0LT9093sDuCkqNABhb5oY_HvlmIAGXZZoQAyGgNC3McVnevxprjLslm__ePe0x9qzpt3sLGYaX5yCUl3zy36jBJ1Y5vu4xuNwtosp8JldLAQ4DThHjcoPOFa21wHKsnNoN-k0peKWIEfqwJIeeCyPDkryUdubYGw8lFZbZazrikDXK8K6pbSNxVq0z1T8TDExFqm8ClmcX9168JrBtB_8UrG7eFZG1T_8gsZC1jH6D6tdo0HX3y1f1UGCW7AXGu9fu5d1dDuLLGzC4pnQnPgDH_Qi28YHAtCEoXxosz2FSodWfkJJcvJ9id,50
Praia do Portinho da Arrábida,38.4800732,-8.978538499999999,Beach,4.7,817,places/ChIJE7p1vi1FGQ0RcIHFJeN7nOc/photos/ATCDNfWAfaemB-PSh_whLV5V60mY4QcPJJoNn1NNRgnJCfDrS0GlhSRXC0hrP4Osrm7wyMgsdMyShDqtdoUR3nVoQuYT0Keu0vj6ce41r3CX9YWF00rvsJLFOJ9Txzm0kNN8k6kfGsK1HV7oTz4Xv1e4MpSr3y05UYpAhNJSQN29XFmmeODZk_OLvm-AHZGP71XwQsNPTYSKrIe2Ek4FnFVTkbcCrXLKB9M7P-hZs4AHSBr06CoLlU1ZEbJtJQkv1IZe2ygh5uIzdO8wksr2nveoe4swVEN_fvtGyQdt-fryaY2LgpM25Kz09r3TDRYvoxWVetcK0W-p1cl9fXi8h3P3KC3TrA-_jf3CKTYxqGl8vHCBZwLvfbpp0NrOUCzsY0KwCdUCr3Zo0MEsWgYr4x6d5EvzBpnw_tCWg9Q1u6V4-2qZ_BU1zUFKWoj_H774o89e,50
Praia do Creiro,38.480528199999995,-8.9775618,Beach,4.6,2983,places/ChIJ0cS83ChFGQ0RfLsfguJR4v8/photos/ATCDNfV97nYecB1JgOxhdL_lI9qBuwH2dMKh7AXQR2Q4z-FggNBpEB7adZ3L9qrHrguhx0GujZR-IlHRQwOxiUW7zDp31Ug-hDnoC2iKQcZIeYU0kZX1hqI3vJb7cfVLgVdPIe6oz9v8fbw48HC8lE9xFzrypbbJnD7FmfZm3IJJ8njt8ZP6Ri7SPpOJRFCArBOWEPrJlTJVi_1-fi-vM0o704NyeJtNDjv53Xuy5OMe_zIzj2U8r4paThIBDlMqleolycduLymROBg9MXB46Gkp3EKcAsyr8xpWQRSHOnqIT6jAC8w7-KP-w7g83miXhv36yy87cK2EnUU1AjR5nhI7Ue1v915WlGMAntleaKE1Gk-x5b_nosJ08xo5JK1UxnGHPW1YpVE6g3Zqax3pS12y1V7xVJSOZGp4PxSEmrDH7LM,50
Mont Blanc beach,38.480436,-8.972534,Beach,4.7,86,places/ChIJETq3wCtFGQ0RWnVQzYSpNqo/photos/ATCDNfUaGOOEPjXzoHWt5POfR_O3I5gPGW1ihw_7p_V7eXmIBW3CVSCuuR-i9TA9ijtBN87DI3iiMrLsDhiTwAjlhsPRsKpq-7Kxs75HZixAxEmIeVD3zQnSKVaePLx4Erfy4qwH7ldLfMU4Fek1kn1vZT07i0Ioww0Dgaf3AprYRDosDUFWunb9WGPa8gGwkIBj2JjYfn1TquJUHqhqRYU4VqMzrkej9ytBwcSTH4gOS3ml-juVnnckGX2K9OdiJfaTnnVxrImWG-9HNqGxeGUO7bHQwTXGqj3kVBmYD2pqZU3kenlQjM9wHgS8XA90UXX8P13FeKGNhSskUg2Swvyksmrl2maNnTp2zeEXYpgAR-xbuHhva8JGha_3bWzHNwD0JDsZim4p30tzQsob8HX3IS45KMHg4WSH6BqxKqx9-WthN3Gz,50
Praia do Ribeiro do Cavalo,38.4325859,-9.130304899999999,Viewpoint,4.7,3048,places/ChIJ24mA94pTGQ0RqIok0auTv7Y/photos/ATCDNfXDoX4SUum1n-3SEEjqXIjQBPkdKN_T_y3qAQ6uzxryvnqDy56aTfEXdJk7jQzeXaigz3QD_AmwX8ONWND2MDxvd677ARIL6hXWzAf1FOyeoWSAJMKIpavUvZqegOTtRu74q581jbz6FnDVcLEOwxF5_gW_cU8uqq7n-EJQ0QKQ-Kt7HxuIi8mF-1ajLMtfrpVfULJNJfcTfWf-_xhHW-3XypFb__Mkc9i5eaCCynp91z5Ahwknbm-DyPCrR4Clq32OHTijtJ8Rg0VO0dpo3LML-B7cCLHtPMgk-bV_3apQDlHH039QGPpyCgkv2l0H2DRZpdqVDcjQsZd8cjbUBtCedzX2L7HbiR0MI8xZMhpK1N3e-7-EBqAP6Vjf8i-7hpiFJ0u3hCCXUFa2SpzLgRFSGHAGEswpoeL-sc9lOy8,50
Parque Natural da Arrábida,38.4693714,-9.064341899999999,Viewpoint,4.8,28954,places/ChIJMZYyndlPGQ0RKFtywsDF6K4/photos/ATCDNfVKbz_TAmsKR3y7rvOHmnLKWw9diaQ5Id94tS6MoGBaRPU7y5-4mHDkPDubBu7xxe21DdqFHHEhhDEbmb5jEq9vXQUedjW05XNeX2GxJ_HmvFsC1eebv_hNUKyFQczD9fTFXzfn0bhQodzOdh-4vmFZVVr3shgzTU_S6MWwjC9rFq5DMGl_UG-vPxeVb-Acq9Hlk-EkuPPROSjOga75Rxc0prmafcan3eEmXfFJBzyBl2Qijn6XpLnSdzeKDK1fcotpsWMf3UE13YJjtslXpHkCOFvtMAp9g4dL0GAwgi7652S7yHxUlsEvEaRXwGwbhAMQ22v72e2XFgVrHsczCJErLscoor-bXwow0UiGiTZaF45oyuBh70NGgNjGJNG7FGF3eYsduWDHwaFrErzhMJiFb4XOXlIbBHqXeYgEAg4,50
Sesimbra Beach,38.442786,-9.1031341,Viewpoint,4.7,2305,places/ChIJ_wSzZg5TGQ0RD-yosR9HzJk/photos/ATCDNfVRJcqZJXQZTyBZsgevbSW29XBOeEdRMIQIyu7hDXZjwvC8bGLSYkWLxOVyM-A19B5XXcuT996M-TwDna93wSWir8QZj5Y2hvQxheKZGQhPqOnk8hks20axC4IhqHmxxA5M93H207lPMNRAuXC1ujGtKV7ZyEXY6UcI9_CsLaU3VERuPJC2gFJmO53qM3Brs0U5Lv-iHrykbLXytAtuARam-kK3uhnEyK3D_9xZxqnY4AIERY-CBt8cDlNzWVlog9Vg3f47nfSDbgthXvZnQgTfx_Jz6zwWuMr90N2ga-QydTNB_XdLcP8xXM3gSCWvMOLRC72P66v3PxVg-3-Yl35I2s87Llxq_WmsBMd5CcNm308wO_02m-dvXBjANZHFN6Etm_OKQ6xtzqGxPx-gK8jOkW6X_SO0avWpL8Ni0HY9bdB5zBP7b2yTzNU_McvT,50
Miradouro do Portinho da Arrábida,38.481551499999995,-8.9891464,Viewpoint,4.8,3460,places/ChIJn2oNazZFGQ0R-FMzFXz8cGs/photos/ATCDNfUD5cAMx4fmFycRKJz3goPPkOKrHKC7PGnhdOOtt9wUP_cO9689lI0jqrx6IC1h6RIJNu11CtrKSlO6eT8tkPrYxreSSPnOjC50oxX2tlehKucPnrVBKYyE2ZCT6deYoiVyGyecfFeb2kWfKogI_G84foWvkD3pjgRvOkukxQ9pBEKlZoWl5eYB-VJZlH1edCENf42dACj0w___Hw18MpESj2PZOfO21nCKxZliz-5GD5IcxqOw2XfXoHL428V0-UGL8uk1xRhVAJ3wN8YZU0tuQNs24ktuPCVEdCZmsj3CaA,50
Castelo de Sesimbra,38.4526782,-9.1069247,Viewpoint,4.6,5365,places/ChIJW_NoTgNSGQ0RD6caatAzfWs/photos/ATCDNfUdr5jg4OjtbVZgJIlrQPY8yO8T64Lkt-6HhFVvJxgRsrUJF663HrIHC4PIzaPlJVgt1WTGwuGYMX6YR6uzpoOxlI9SGCEa1Zx3G83bJoEKdMdnMfiSBpf2Z2EweEErFQVV-rir2bn6daN862qobgPMN3y7_Om_9GeiW9mRjFaTeMjKKn7wRd2vtDiwXuKS5odG2JqgC8Q6ShkKvlspyOkskDXcL4YMSwc--GyxH5k32CYjKFUi15UZFIBxZyrgfzybMA_xz1GVg3edjiDHoeGJO2vWdFwdx0QUGMXT7JB649h_f0LQ4fu2Eie_b2MoOxejcmJZPBPOTTw3IDNjwWhSTJsNi25-v3MVgDSOjW4Zv_R6ARD2efEdzgeb7Z1tnlSEFpjwi7EzgGa-8BkLTFvSzdlWPfsHmqkL-P_TJvA5oYI,50
Lapa de Santa Margarida,38.4699375,-8.986812500000001,Viewpoint,4.7,996,places/ChIJm_zwYMlaGQ0Rpy_GpSKNp0o/photos/ATCDNfWnOcjyCxDK_nFQFnrNPV3sq82RbQmVhmyt7SXVCW1QfR5Sw0g6Bj3Vsjpo08sFQsiqFZSXI9Gwju9TSEM1dCcQen3lt9fXO59o2RlVq5-DFd50toAmut-ZLL8Cy8g8nNVyh-xR1WGSVGLoDk_dgvcJMVoxROdE0XNi_VAnYXG-_5uuGI9-gSjMrIi598V9UWAzMi47tWmUC8asm8lgiTBD52n5w2mXvF7HuuUcPn5Yr6qLL5jswSRrI3LCAqVuVTK2U5fzHgRFMciB7TyVmzpEWtXSbfW-Ng22L3y27vnhQs1LQK807rbhRIE0RIoMy6A7pI2DZd6KSL1tsY9BpHa5DZ3CDrjex36X8_sd7JS-1et1v-dedhjd4gpTNRnvID4Y2e9dU4MVAECllj5KTuyDmZM0EgP-1Dejp5x7AeanZF94,50
Baloiço Panorâmico de Sesimbra,38.4583444,-9.0982337,Viewpoint,4.7,507,places/ChIJL35adelDGQ0R0H_uJGDeRVc/photos/ATCDNfVOKBlGHvFDQXxiRLOKkxL5u_GJjP4iOpjyn7MpP9HZYl_mxXREdLLgbGzypV55ep9Q20FVFwGhoUVisNFJOOJrM_X7MhRqqsgs_EDCNUOFP02RsR03bU7tZKXnIdH5EEI0uda5Vgdz_3pst9Z7jGLtR7w41WdCtp8w-kkj7J1YuIbjNiVzdbBu0r-1XHVc1URSpVXqLPBEA-5n0IdP000tW_o-rOfbJrVo9l_xDA0VOIbfxGu65frinlZo6V1bnDzSPBh6-MLP4jF2xPSjdizFJp7fbfHjCcvod6d44vftNRYpctMfcF27w4ky95kpdRXHRRvveDggpGh9J5evzxTOBVfIQAwk1k3DLII5domgLWBRjWE0NCOi7BXpipP67wicRUuQmo4HS86FI4YxnsuLOFX5ANK7pUDlFY7JcjhWxW_2,50
Praia Tróia Galé,38.4798354,-8.901731999999999,Viewpoint,4.7,146,places/ChIJ04HVhCNdGQ0R_WK8fbwc4jA/photos/ATCDNfXJ4xVZ6Xb0VDt5qIJKouk74cfKIwwrflirAyf39mi74JHyh4-DvwYvCmj4zJMAQ96MrUFEJP0LWOW3Z5Tslb8Jg1UsxJYfZcrGOvJQR06IFude661CGQEmvF-vncgrYpo4OCaiqrFChHQCqXfoBJPuzWls93SppNmRePYcyqNgVrmGd4ZCXHzDLh6E9hlv_cWYUFTFVnz2luxy2tUqBlLL8laqfHLg9Znnw0wZDjV-wyMSkb_Abmkapx8qvuS5agMlo3eJn6VR0B_mZgkunEt2OWm9yH92GnugnaaeLKozoj2QIor7MpCeRcaG87Qvk02x6HH5-7HPbMeUrN9I43b0vh0ppeG2EfYHtwG7HGZabD6nw7_uP55y_8PolsHBZxYD8DTwBq0frz4T51DcgrTM87gwFG-0ZtTt190tTv1SUzOi,50
